Time,PixelLabelData,OriginalData
1.8267 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_32.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_32.png
1.8767 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_33.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_33.png
1.9267 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_34.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_34.png
1.9783 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_35.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_35.png
2.03 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_36.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_36.png
2.0833 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_37.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_37.png
2.1367 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_38.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_38.png
2.19 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_39.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_39.png
2.2417 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_40.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_40.png
2.29 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_41.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_41.png
2.34 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_42.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_42.png
2.385 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_43.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_43.png
2.4417 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_44.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_44.png
2.4867 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_45.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_45.png
2.5467 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_46.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_46.png
2.595 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_47.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_47.png
2.6483 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_48.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_48.png
2.695 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_49.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_49.png
2.7467 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_50.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_50.png
2.8 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_51.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_51.png
2.8517 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_52.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_52.png
2.9 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_53.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_53.png
2.9517 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_54.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_54.png
3.0017 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_55.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_55.png
3.0567 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_56.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_56.png
3.1083 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_57.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_57.png
3.16 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_58.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_58.png
3.1967 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_59.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_59.png
3.2567 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_60.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_60.png
3.3083 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_61.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_61.png
3.3583 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_62.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_62.png
3.42 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_63.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_63.png
3.5 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_64.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_64.png
3.535 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_65.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_65.png
3.5833 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_66.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_66.png
3.6367 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_67.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_67.png
3.6883 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_68.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_68.png
3.74 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_69.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_69.png
3.79 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_70.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_70.png
3.8417 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_71.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_71.png
3.89 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_72.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_72.png
3.9417 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_73.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_73.png
3.9933 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_74.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_74.png
4.0483 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_75.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_75.png
4.095 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_76.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_76.png
4.16 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_77.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_77.png
4.205 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_78.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_78.png
4.2533 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_79.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_79.png
4.2967 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_80.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_80.png
4.35 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_81.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_81.png
4.4033 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_82.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_82.png
4.4583 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_83.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_83.png
4.5067 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_84.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_84.png
4.5533 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_85.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_85.png
4.6067 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_86.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_86.png
4.655 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_87.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_87.png
4.71 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_88.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_88.png
4.7617 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_89.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_89.png
4.815 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_90.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_90.png
4.8667 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_91.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_91.png
4.9183 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_92.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_92.png
4.9683 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_93.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_93.png
5.015 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_94.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_94.png
5.0633 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_95.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_95.png
5.1183 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_96.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_96.png
5.1817 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_97.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_97.png
5.2283 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_98.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_98.png
5.2717 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_99.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_99.png
5.3183 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_100.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_100.png
5.3717 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_101.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_101.png
5.4283 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_102.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_102.png
5.4717 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_103.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_103.png
5.525 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_104.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_104.png
5.575 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_105.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_105.png
5.6267 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_106.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_106.png
5.6817 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_107.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_107.png
5.76 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_108.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_108.png
5.8167 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_109.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_109.png
5.865 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_110.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_110.png
5.9283 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_111.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_111.png
5.99 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_112.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_112.png
6.0467 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_113.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_113.png
6.1117 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_114.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_114.png
6.165 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_115.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_115.png
6.2117 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_116.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_116.png
6.27 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_117.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_117.png
6.315 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_118.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_118.png
6.3683 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_119.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_119.png
6.43 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_120.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_120.png
6.4783 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_121.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_121.png
6.5267 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_122.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_122.png
6.5783 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_123.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_123.png
6.6267 sec,Studies/037-0/RLS/anno/PixelLabelData_1/RLS_Label_124.png,Studies/037-0/RLS/anno/OriginalData/RLS_Label_124.png
