Time,PixelLabelData
1.17 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_23.png
1.2233 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_24.png
1.2767 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_25.png
1.33 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_26.png
1.3867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_27.png
1.4417 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_28.png
1.495 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_29.png
1.545 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_30.png
1.6 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_31.png
1.6533 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_32.png
1.7017 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_33.png
1.7583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_34.png
1.8133 sec,
1.8667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_36.png
1.9217 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_37.png
1.975 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_38.png
2.0317 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_39.png
2.0833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_40.png
2.1333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_41.png
2.19 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_42.png
2.2417 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_43.png
2.3 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_44.png
2.35 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_45.png
2.4033 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_46.png
2.46 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_47.png
2.5133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_48.png
2.5717 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_49.png
2.62 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_50.png
2.675 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_51.png
2.735 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_52.png
2.785 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_53.png
2.835 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_54.png
2.8867 sec,
2.9433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_56.png
3 sec,
3.05 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_58.png
3.1067 sec,
3.155 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_60.png
3.2067 sec,
3.2667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_62.png
3.315 sec,
3.3733 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_64.png
3.4217 sec,
3.4783 sec,
3.5333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_67.png
3.5867 sec,
3.6433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_69.png
3.6917 sec,
3.75 sec,
3.7983 sec,
3.86 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_73.png
3.9183 sec,
3.97 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_75.png
4.015 sec,
4.065 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_77.png
4.1233 sec,
4.1783 sec,
4.23 sec,
4.2817 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/015/RPS/anno/PixelLabelData/RPS_Label_81.png
4.3367 sec,
4.3917 sec,
4.4467 sec,
4.4983 sec,
4.5533 sec,
4.6067 sec,
4.6583 sec,
4.715 sec,
4.7683 sec,
4.8183 sec,
4.8717 sec,
4.935 sec,
4.9833 sec,
5.0367 sec,
5.09 sec,
5.1433 sec,
5.195 sec,
5.25 sec,
5.305 sec,
5.36 sec,
5.415 sec,
5.4667 sec,
5.5183 sec,
5.575 sec,
5.63 sec,
5.6767 sec,
5.735 sec,
5.7867 sec,
5.8333 sec,
5.9017 sec,
5.9633 sec,
6.005 sec,
6.075 sec,
6.1167 sec,
6.1867 sec,
6.235 sec,
6.28 sec,
6.3267 sec,
6.38 sec,
6.4333 sec,
6.4917 sec,
6.5367 sec,
6.595 sec,
6.6483 sec,
6.7067 sec,
6.7583 sec,
6.81 sec,
6.86 sec,
6.92 sec,
6.97 sec,
7.025 sec,
7.0783 sec,
7.1333 sec,
7.1867 sec,
7.2367 sec,
7.2983 sec,
7.3417 sec,
7.4017 sec,
7.4533 sec,
7.5083 sec,
7.5683 sec,
7.6167 sec,
7.67 sec,
7.725 sec,
7.7783 sec,
7.8283 sec,
7.89 sec,
7.94 sec,
7.99 sec,
8.045 sec,
8.0983 sec,
8.15 sec,
8.2067 sec,
8.2633 sec,
8.3133 sec,
8.3667 sec,
8.4167 sec,
8.4767 sec,
8.5317 sec,
8.5817 sec,
8.6333 sec,
8.69 sec,
8.75 sec,
8.7983 sec,
8.8517 sec,
8.905 sec,
8.9567 sec,
9.0117 sec,
9.065 sec,
9.1183 sec,
9.1733 sec,
9.2283 sec,
9.2833 sec,
9.3367 sec,
9.3867 sec,
