Time,PixelLabelData
2.14 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_39.png
2.1883 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_40.png
2.2433 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_41.png
2.2883 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_42.png
2.3233 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_43.png
2.3917 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_44.png
2.4317 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_45.png
2.4767 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_46.png
2.5267 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_47.png
2.58 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_48.png
2.6317 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_49.png
2.685 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_50.png
2.7333 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_51.png
2.7867 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_52.png
2.8333 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_53.png
2.885 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_54.png
2.9333 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_55.png
2.985 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_56.png
3.0367 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_57.png
3.0933 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_58.png
3.14 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_59.png
3.19 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_60.png
3.2417 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_61.png
3.3233 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_62.png
3.3717 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_63.png
3.4167 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_64.png
3.4983 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_65.png
3.5467 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_66.png
3.6033 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_67.png
3.6517 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_68.png
3.6983 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_69.png
3.7533 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_70.png
3.7983 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_71.png
3.855 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_72.png
3.905 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_73.png
3.9583 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_74.png
4.0083 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_75.png
4.0783 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_76.png
4.1167 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_77.png
4.1733 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_78.png
4.205 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_79.png
4.26 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_80.png
4.3117 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_81.png
4.3667 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_82.png
4.4167 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_83.png
4.465 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_84.png
4.515 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_85.png
4.5717 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_86.png
4.625 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_87.png
4.6767 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_88.png
4.7267 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_89.png
4.775 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_90.png
4.825 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_91.png
4.91 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_92.png
4.9717 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_93.png
5.0383 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_94.png
5.1 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_95.png
5.1533 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_96.png
5.2033 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_97.png
5.265 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_98.png
5.3133 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_99.png
5.35 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_100.png
5.4 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_101.png
5.4433 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_102.png
5.4967 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_103.png
5.5483 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_104.png
5.5933 sec,
5.65 sec,
5.7017 sec,
5.7517 sec,
5.8 sec,
5.8533 sec,
5.9067 sec,
5.9567 sec,
6.0083 sec,
6.06 sec,
6.1067 sec,
6.155 sec,
6.2117 sec,
6.2667 sec,
6.3167 sec,
6.3617 sec,
6.4167 sec,
6.47 sec,
6.515 sec,
6.5717 sec,
6.6233 sec,
6.6733 sec,
6.7183 sec,
6.7717 sec,
6.8217 sec,
6.875 sec,
6.925 sec,
6.9733 sec,
7.035 sec,
7.1167 sec,
7.1617 sec,
7.2183 sec,
7.27 sec,
7.3083 sec,
7.3533 sec,
7.4017 sec,
7.455 sec,
7.5117 sec,
7.5583 sec,
7.6083 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RLT\anno\PixelLabelData_1\RLT_Label_144.png
