Time,PixelLabelData
5.155 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_97.png
5.2067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_98.png
5.2617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_99.png
5.3167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_100.png
5.3817 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_101.png
5.4217 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_102.png
5.475 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_103.png
5.5367 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_104.png
5.5883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_105.png
5.6383 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_106.png
5.695 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_107.png
5.7483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_108.png
5.8017 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_109.png
5.855 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_110.png
5.9083 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_111.png
5.9667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_112.png
6.0167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_113.png
6.0717 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_114.png
6.12 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_115.png
6.1783 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_116.png
6.2317 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_117.png
6.285 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_118.png
6.34 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_119.png
6.3883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_120.png
6.4467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_121.png
6.5017 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_122.png
6.5567 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_123.png
6.6117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_124.png
6.66 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_125.png
6.7183 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_126.png
6.7733 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_127.png
6.84 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_128.png
6.895 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_129.png
6.9683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_130.png
7.0117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_131.png
7.0567 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_132.png
7.095 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_133.png
7.1633 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_134.png
7.2133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_135.png
7.28 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_136.png
7.3283 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_137.png
7.3833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_138.png
7.435 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_139.png
7.4867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_140.png
7.54 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_141.png
7.5867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_142.png
7.64 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_143.png
7.6983 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_144.png
7.755 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_145.png
7.805 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_146.png
7.8617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_147.png
7.9183 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_148.png
7.9767 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_149.png
8.0517 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_150.png
8.0883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_151.png
8.14 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_152.png
8.205 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_153.png
8.245 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LLT/anno/PixelLabelData/LLT_Label_154.png
8.3017 sec,
8.3567 sec,
8.4067 sec,
