Time,PixelLabelData
2.3217 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_44.png
2.375 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_45.png
2.4417 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_46.png
2.5067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_47.png
2.56 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_48.png
2.605 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_49.png
2.665 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_50.png
2.7183 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_51.png
2.77 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_52.png
2.86 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_53.png
2.9183 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_54.png
2.9733 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_55.png
3.025 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_56.png
3.075 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_57.png
3.1233 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_58.png
3.18 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_59.png
3.235 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_60.png
3.2917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_61.png
3.34 sec,
3.3917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_63.png
3.4533 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_64.png
3.505 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_65.png
3.5583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_66.png
3.61 sec,
3.6683 sec,
3.7167 sec,
3.7733 sec,
3.825 sec,
3.8833 sec,
3.9333 sec,
3.985 sec,
4.0417 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_75.png
4.095 sec,
4.1517 sec,
4.1983 sec,
4.2533 sec,
4.3067 sec,
4.365 sec,
4.4167 sec,
4.4667 sec,
4.52 sec,
4.5783 sec,
4.63 sec,
4.685 sec,
4.7433 sec,
4.79 sec,
4.8467 sec,
4.9083 sec,
4.9617 sec,
5.0133 sec,
5.0633 sec,
5.11 sec,
5.1683 sec,
5.2233 sec,
5.2783 sec,
5.33 sec,
5.385 sec,
5.44 sec,
5.4917 sec,
5.5417 sec,
5.5967 sec,
5.65 sec,
5.7067 sec,
5.7583 sec,
5.8133 sec,
5.87 sec,
5.92 sec,
5.9783 sec,
6.0283 sec,
6.08 sec,
6.1333 sec,
6.19 sec,
6.245 sec,
6.2967 sec,
6.3483 sec,
6.4017 sec,
6.4567 sec,
6.5117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_121.png
6.565 sec,
6.6183 sec,
6.6717 sec,
6.73 sec,
6.7783 sec,
6.8317 sec,
6.8917 sec,
6.9417 sec,
6.995 sec,
7.0483 sec,
7.1 sec,
7.155 sec,
7.2133 sec,
7.2633 sec,
7.3167 sec,
7.3683 sec,
7.425 sec,
7.4783 sec,
7.5333 sec,
7.5817 sec,
7.6367 sec,
7.6917 sec,
7.7483 sec,
7.7967 sec,
7.8517 sec,
7.91 sec,
7.9617 sec,
8.0133 sec,
8.0633 sec,
8.1233 sec,
8.1783 sec,
8.235 sec,
8.285 sec,
8.335 sec,
8.3883 sec,
8.4417 sec,
8.4967 sec,
8.5567 sec,
8.605 sec,
8.6583 sec,
8.71 sec,
8.7683 sec,
8.8183 sec,
8.8767 sec,
8.9283 sec,
8.9683 sec,
9.0267 sec,
9.11 sec,
9.165 sec,
9.2183 sec,
9.255 sec,
9.3083 sec,
9.3567 sec,
9.4267 sec,
9.4733 sec,
9.5367 sec,
9.5833 sec,
9.6317 sec,
9.685 sec,
9.7383 sec,
9.7867 sec,
9.8383 sec,
9.9 sec,
9.955 sec,
10.007 sec,
10.057 sec,
10.108 sec,
10.162 sec,
10.217 sec,
10.268 sec,
10.323 sec,
10.375 sec,
10.43 sec,
10.482 sec,
10.537 sec,
10.593 sec,
10.645 sec,
10.698 sec,
10.752 sec,
10.805 sec,
10.86 sec,
10.917 sec,
10.965 sec,
11.023 sec,
11.075 sec,
11.13 sec,
11.178 sec,
11.235 sec,
11.288 sec,
11.342 sec,
11.397 sec,
11.45 sec,
11.503 sec,
11.558 sec,
11.615 sec,
11.665 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_217.png
11.723 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/RPT/anno/PixelLabelData_3/RPT_Label_218.png
