Time,PixelLabelData
6.9433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_131.png
6.9917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_132.png
7.0467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_133.png
7.0967 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_134.png
7.1417 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_135.png
7.2033 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_136.png
7.2483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_137.png
7.31 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_138.png
7.355 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_139.png
7.4133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_140.png
7.4667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_141.png
7.5167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_142.png
7.5717 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_143.png
7.6267 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_144.png
7.6783 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_145.png
7.7383 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_146.png
7.7883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_147.png
7.8383 sec,
7.9 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_149.png
7.9483 sec,
8 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_151.png
8.0567 sec,
8.1067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_153.png
8.1717 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_154.png
8.2333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_155.png
8.28 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_156.png
8.3333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_157.png
8.3883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_158.png
8.4333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_159.png
8.485 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_160.png
8.5467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_161.png
8.5917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_162.png
8.65 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_163.png
8.6983 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_164.png
8.76 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_165.png
8.8033 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_166.png
8.86 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_167.png
8.9167 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_168.png
8.9767 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_169.png
9.0267 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_170.png
9.0883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_171.png
9.1333 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/010/LLS/anno/PixelLabelData/LLS_Label_172.png
9.19 sec,
9.26 sec,
9.305 sec,
9.3633 sec,
9.4083 sec,
9.4533 sec,
9.5117 sec,
9.5617 sec,
9.6183 sec,
9.67 sec,
9.73 sec,
9.78 sec,
9.8333 sec,
9.8983 sec,
9.9533 sec,
9.9817 sec,
10.047 sec,
10.1 sec,
10.155 sec,
10.21 sec,
10.263 sec,
10.31 sec,
10.372 sec,
10.423 sec,
10.475 sec,
10.532 sec,
10.583 sec,
10.637 sec,
10.693 sec,
10.748 sec,
10.8 sec,
