Time,PixelLabelData
5.0367 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_94.png
5.0917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_95.png
5.1467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_96.png
5.215 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_97.png
5.2583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_98.png
5.3233 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_99.png
5.3633 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_100.png
5.4367 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_101.png
5.49 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_102.png
5.545 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_103.png
5.5867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_104.png
5.6383 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_105.png
5.6833 sec,
5.745 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_107.png
5.79 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_108.png
5.85 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_109.png
5.9067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_110.png
5.955 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_111.png
6.01 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_112.png
6.06 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_113.png
6.1133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_114.png
6.1683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_115.png
6.2283 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_116.png
6.2783 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_117.png
6.3333 sec,
6.3817 sec,
6.44 sec,
6.4917 sec,
6.545 sec,
6.595 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_123.png
6.6533 sec,
6.73 sec,
6.775 sec,
6.84 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_127.png
6.89 sec,
6.9533 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_129.png
6.9967 sec,
7.0483 sec,
7.0983 sec,
7.1467 sec,
7.2033 sec,
7.255 sec,
7.31 sec,
7.3633 sec,
7.4133 sec,
7.475 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_139.png
7.5233 sec,
7.6 sec,
7.6417 sec,
7.7133 sec,
7.7583 sec,
7.8017 sec,
7.845 sec,
7.905 sec,
7.9567 sec,
8.0117 sec,
8.0633 sec,
8.1167 sec,
8.1717 sec,
8.225 sec,
8.28 sec,
8.33 sec,
8.385 sec,
8.44 sec,
8.495 sec,
8.55 sec,
8.5983 sec,
8.6583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_161.png
8.7067 sec,
8.7667 sec,
8.8217 sec,
8.8717 sec,
8.9333 sec,
8.9783 sec,
9.0233 sec,
9.0783 sec,
9.1367 sec,
9.1917 sec,
9.2517 sec,
9.2983 sec,
9.3533 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/027/RLT/anno/PixelLabelData/RLT_Label_174.png
