Time,PixelLabelData
2.4283 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/LPT/anno/PixelLabelData/LPT_Label_46.png
2.4833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/LPT/anno/PixelLabelData/LPT_Label_47.png
2.535 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/012/LPT/anno/PixelLabelData/LPT_Label_48.png
2.5883 sec,
2.645 sec,
2.6967 sec,
2.7533 sec,
2.805 sec,
2.8583 sec,
2.9133 sec,
2.9667 sec,
3.0217 sec,
3.07 sec,
3.1283 sec,
3.1967 sec,
3.2417 sec,
3.305 sec,
3.3617 sec,
3.4367 sec,
3.4933 sec,
3.545 sec,
3.595 sec,
3.645 sec,
3.705 sec,
3.7533 sec,
3.8083 sec,
3.8633 sec,
3.9167 sec,
3.97 sec,
4.0233 sec,
4.0767 sec,
4.1433 sec,
4.185 sec,
4.255 sec,
4.2983 sec,
4.37 sec,
4.415 sec,
4.47 sec,
4.51 sec,
4.5717 sec,
4.62 sec,
4.6733 sec,
4.7167 sec,
4.7717 sec,
4.8267 sec,
4.8833 sec,
4.9517 sec,
4.9967 sec,
5.0483 sec,
5.0983 sec,
5.1533 sec,
5.2067 sec,
5.2617 sec,
5.3167 sec,
5.365 sec,
5.425 sec,
5.4733 sec,
5.53 sec,
5.5883 sec,
5.64 sec,
5.6883 sec,
5.7433 sec,
5.8017 sec,
5.85 sec,
5.905 sec,
5.9533 sec,
6.01 sec,
6.0633 sec,
6.12 sec,
6.17 sec,
6.2267 sec,
6.28 sec,
6.34 sec,
6.3967 sec,
6.4483 sec,
6.4933 sec,
6.5533 sec,
6.6017 sec,
6.6583 sec,
6.71 sec,
6.7633 sec,
6.8183 sec,
6.8717 sec,
6.9317 sec,
6.9767 sec,
7.0333 sec,
7.0867 sec,
7.1417 sec,
7.1917 sec,
7.25 sec,
7.3017 sec,
7.3533 sec,
7.4083 sec,
7.465 sec,
7.5167 sec,
7.5717 sec,
7.625 sec,
7.6767 sec,
7.7367 sec,
7.7867 sec,
7.835 sec,
7.8983 sec,
7.9533 sec,
8.005 sec,
8.055 sec,
8.105 sec,
8.1583 sec,
8.2117 sec,
8.2717 sec,
8.3217 sec,
8.3717 sec,
8.4333 sec,
8.4817 sec,
8.5383 sec,
8.59 sec,
8.6483 sec,
8.6983 sec,
8.7517 sec,
8.8067 sec,
8.8567 sec,
8.92 sec,
8.9783 sec,
9.0217 sec,
9.0867 sec,
9.1417 sec,
