Time,PixelLabelData
6.7 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_131.png
6.7583 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_132.png
6.805 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_133.png
6.86 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_134.png
6.915 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_135.png
6.9633 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_136.png
7.0233 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_137.png
7.0817 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_138.png
7.1233 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_139.png
7.1867 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_140.png
7.2217 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_141.png
7.29 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_142.png
7.3367 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_143.png
7.3883 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_144.png
7.435 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_145.png
7.485 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_146.png
7.5233 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_147.png
7.5767 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_148.png
7.6233 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_149.png
7.6783 sec,
7.7267 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_151.png
7.7817 sec,
7.8383 sec,
7.88 sec,
7.9283 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_155.png
7.9817 sec,
8.05 sec,
8.0917 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_158.png
8.1383 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_159.png
8.1833 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_160.png
8.245 sec,
8.285 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_162.png
8.3417 sec,
8.395 sec,
8.4483 sec,
8.495 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_166.png
8.545 sec,
8.6 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_168.png
8.6467 sec,
8.7133 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_170.png
8.765 sec,
8.805 sec,
8.8517 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_173.png
8.8983 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_174.png
8.955 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_175.png
9.0067 sec,
9.0667 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_177.png
9.1217 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_178.png
9.1817 sec,
9.2333 sec,
9.2867 sec,
9.335 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_182.png
9.38 sec,
9.42 sec,
9.4817 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_185.png
9.5233 sec,
9.5733 sec,
9.6167 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_188.png
9.6633 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_189.png
9.7167 sec,
9.7717 sec,
9.8217 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_192.png
9.8767 sec,
9.9267 sec,
9.9767 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_195.png
10.042 sec,
10.083 sec,
10.123 sec,
10.182 sec,
10.23 sec,
10.277 sec,
10.338 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_202.png
10.382 sec,
10.433 sec,
10.487 sec,
10.535 sec,
10.593 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_207.png
10.642 sec,
10.685 sec,
10.748 sec,
10.805 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_211.png
10.855 sec,
10.893 sec,
10.937 sec,
10.993 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_215.png
11.047 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_216.png
11.11 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_217.png
11.155 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_218.png
11.202 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_219.png
11.27 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_220.png
11.313 sec,
11.36 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_222.png
11.408 sec,
11.46 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_224.png
11.51 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_225.png
11.562 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_226.png
11.615 sec,
11.672 sec,
11.743 sec,
11.787 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_230.png
11.818 sec,
11.862 sec,
11.91 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_233.png
11.975 sec,
12.028 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\033-0\LPT\anno\PixelLabelData_1\LPT_Label_235.png
