Time,PixelLabelData
5.1 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_92.png
5.1533 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_93.png
5.2017 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_94.png
5.2467 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_95.png
5.3033 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_96.png
5.3533 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_97.png
5.405 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_98.png
5.46 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_99.png
5.5067 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_100.png
5.5617 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_101.png
5.6117 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_102.png
5.6633 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_103.png
5.7117 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_104.png
5.7617 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_105.png
5.81 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_106.png
5.8633 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_107.png
5.9167 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_108.png
5.9667 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_109.png
6.02 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_110.png
6.0717 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_111.png
6.1133 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_112.png
6.1717 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_113.png
6.22 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_114.png
6.2733 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_115.png
6.3267 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_116.png
6.3733 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_117.png
6.4283 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_118.png
6.4817 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_119.png
6.5317 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_120.png
6.5817 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_121.png
6.6333 sec,
6.6817 sec,
6.735 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_124.png
6.7817 sec,
6.8317 sec,
6.885 sec,
6.94 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_128.png
6.99 sec,
7.0417 sec,
7.0933 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_131.png
7.1417 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_132.png
7.2083 sec,
7.245 sec,
7.3117 sec,
7.365 sec,
7.4183 sec,
7.4667 sec,
7.5033 sec,
7.5667 sec,
7.6167 sec,
7.6617 sec,
7.7167 sec,
7.7567 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_144.png
7.8217 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_145.png
7.8883 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_146.png
7.965 sec,
8.0083 sec,
8.0467 sec,
8.11 sec,
8.1583 sec,
8.2167 sec,
8.2667 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_153.png
8.31 sec,
8.3533 sec,
8.4 sec,
8.4467 sec,
8.5033 sec,
8.5533 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_159.png
8.605 sec,
8.6583 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_161.png
8.71 sec,
8.76 sec,
8.805 sec,
8.8583 sec,
8.915 sec,
8.9667 sec,
9.015 sec,
9.065 sec,
9.1167 sec,
9.17 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_171.png
9.215 sec,
9.2667 sec,
9.315 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_174.png
9.365 sec,
9.425 sec,
9.4733 sec,
9.525 sec,
9.5767 sec,
9.6233 sec,
9.675 sec,
9.72 sec,
9.7767 sec,
9.8317 sec,
9.8833 sec,
9.9283 sec,
9.9833 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_187.png
10.045 sec,
10.087 sec,
10.158 sec,
10.208 sec,
10.248 sec,
10.292 sec,
10.338 sec,
10.388 sec,
10.445 sec,
10.495 sec,
10.545 sec,
10.598 sec,
10.648 sec,
10.697 sec,
10.765 sec,
10.805 sec,
10.855 sec,
10.907 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_205.png
10.978 sec,
11.027 sec,
11.113 sec,
11.217 sec,
11.282 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_210.png
11.345 sec,
11.397 sec,
11.435 sec,
11.483 sec,
11.533 sec,
11.587 sec,
11.64 sec,
11.693 sec,
11.743 sec,
11.79 sec,
11.842 sec,
11.895 sec,
11.947 sec,
11.997 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_224.png
12.045 sec,
12.095 sec,
12.15 sec,
12.203 sec,
12.252 sec,
12.303 sec,
12.35 sec,
12.402 sec,
12.455 sec,
12.508 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_234.png
12.572 sec,
12.612 sec,C:\Users\User\Dropbox (BOSTON UNIVERSITY)\mBSUS pilot images\studies032-041\037-0\RPS\anno\PixelLabelData_1\RPS_Label_236.png
