Time,PixelLabelData
2.7867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_54.png
2.8433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_55.png
2.9067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_56.png
2.95 sec,
3 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_58.png
3.055 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_59.png
3.11 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_60.png
3.1617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_61.png
3.22 sec,
3.265 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_63.png
3.32 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_64.png
3.375 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_65.png
3.435 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_66.png
3.4833 sec,
3.5417 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_68.png
3.5917 sec,
3.6467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_70.png
3.7083 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_71.png
3.7583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_72.png
3.815 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_73.png
3.89 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_74.png
3.9383 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_75.png
3.9767 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_76.png
4.0233 sec,
4.0733 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_78.png
4.1283 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_79.png
4.19 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_80.png
4.2367 sec,
4.2967 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_82.png
4.3383 sec,
4.395 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/022/LAS/anno/PixelLabelData/LAS_Label_84.png
4.455 sec,
4.5067 sec,
4.5617 sec,
4.6167 sec,
4.6667 sec,
4.7183 sec,
4.7733 sec,
4.8283 sec,
4.89 sec,
4.9383 sec,
4.9867 sec,
5.0417 sec,
5.095 sec,
5.1533 sec,
5.2 sec,
5.2533 sec,
5.3117 sec,
5.3633 sec,
5.42 sec,
5.47 sec,
5.53 sec,
5.5817 sec,
5.635 sec,
5.6883 sec,
5.7383 sec,
5.7967 sec,
5.86 sec,
5.9383 sec,
5.9767 sec,
6.0217 sec,
6.075 sec,
6.1317 sec,
6.1867 sec,
6.2367 sec,
6.295 sec,
6.35 sec,
6.4233 sec,
6.4667 sec,
6.5117 sec,
6.5683 sec,
