Time,PixelLabelData
6.9467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_133.png
6.9967 sec,
7.045 sec,
7.0967 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_136.png
7.1467 sec,
7.1967 sec,
7.2433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_139.png
7.2967 sec,
7.3433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_141.png
7.41 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_142.png
7.4683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_143.png
7.5183 sec,
7.5683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_145.png
7.6083 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_146.png
7.6533 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_147.png
7.7 sec,
7.765 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_149.png
7.8083 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_150.png
7.885 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_151.png
7.9433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_152.png
7.9917 sec,
8.0517 sec,
8.1067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_155.png
8.165 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_156.png
8.2167 sec,
8.2767 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_158.png
8.3233 sec,
8.395 sec,
8.4467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_161.png
8.5017 sec,
8.5483 sec,
8.595 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_164.png
8.645 sec,
8.6867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_166.png
8.7883 sec,
8.8367 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_168.png
8.9067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_169.png
8.9617 sec,
9.0083 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_171.png
9.085 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_172.png
9.14 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_173.png
9.1917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_174.png
9.2517 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_175.png
9.3067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_176.png
9.3583 sec,
9.4117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_178.png
9.4633 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_179.png
9.52 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_180.png
9.5733 sec,
9.6233 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_182.png
9.67 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_183.png
9.7667 sec,
9.8117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_185.png
9.8917 sec,
9.945 sec,
9.9917 sec,
10.038 sec,
10.08 sec,
10.13 sec,
10.17 sec,
10.228 sec,
10.278 sec,
10.327 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/031/LAS/anno/PixelLabelData_1/LAS_Label_195.png
