Time,PixelLabelData
1.1483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_23.png
1.2067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_24.png
1.2617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_25.png
1.315 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_26.png
1.3667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_27.png
1.425 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_28.png
1.48 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_29.png
1.53 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_30.png
1.5833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_31.png
1.64 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_32.png
1.6883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_33.png
1.7467 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_34.png
1.7983 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_35.png
1.85 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_36.png
1.9083 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_37.png
1.9567 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_38.png
2.0117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_39.png
2.0667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_40.png
2.1217 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_41.png
2.1717 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_42.png
2.23 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_43.png
2.2783 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_44.png
2.34 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_45.png
2.39 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_46.png
2.4433 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_47.png
2.4983 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_48.png
2.55 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_49.png
2.6067 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_50.png
2.6583 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_51.png
2.7133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_52.png
2.765 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_53.png
2.8183 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_54.png
2.875 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_55.png
2.935 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_56.png
2.9933 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_57.png
3.035 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_58.png
3.09 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_59.png
3.15 sec,
3.2017 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_61.png
3.26 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_62.png
3.3083 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_63.png
3.3683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_64.png
3.4133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_65.png
3.475 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_66.png
3.525 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_67.png
3.58 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_68.png
3.6383 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_69.png
3.6917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_70.png
3.74 sec,
3.7983 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_72.png
3.8483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_73.png
3.9033 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_74.png
3.955 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_75.png
4.0133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_76.png
4.0567 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_77.png
4.1233 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_78.png
4.1683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_79.png
4.22 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_80.png
4.2767 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_81.png
4.33 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_82.png
4.3867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_83.png
4.4383 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_84.png
4.4917 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_85.png
4.5483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_86.png
4.6 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_87.png
4.6617 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_88.png
4.71 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_89.png
4.755 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_90.png
4.8133 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_91.png
4.8683 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_92.png
4.9383 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_93.png
4.985 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_94.png
5.0367 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_95.png
5.0883 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_96.png
5.145 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_97.png
5.1983 sec,
5.2517 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_99.png
5.305 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_100.png
5.3633 sec,
5.4117 sec,
5.465 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_103.png
5.5167 sec,
5.575 sec,
5.6267 sec,
5.68 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_107.png
5.735 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_108.png
5.7867 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_109.png
5.855 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_110.png
5.9233 sec,
5.9717 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_112.png
6.0133 sec,
6.0783 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_114.png
6.125 sec,
6.1767 sec,
6.23 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_117.png
6.2833 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_118.png
6.335 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_119.png
6.3933 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_120.png
6.4483 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_121.png
6.505 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_122.png
6.5667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_123.png
6.615 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_124.png
6.66 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_125.png
6.7117 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_126.png
6.7667 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_127.png
6.82 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_128.png
6.8733 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_129.png
6.9317 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_130.png
6.99 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_131.png
7.0383 sec,
7.0933 sec,
7.1517 sec,/Users/ingridcamelo/Dropbox/mBSUS pilot images/studies10-31/016/RLT/anno/PixelLabelData/RLT_Label_134.png
7.2033 sec,
7.2617 sec,
7.3083 sec,
7.375 sec,
7.4283 sec,
7.475 sec,
7.5317 sec,
7.575 sec,
7.6317 sec,
7.695 sec,
7.74 sec,
7.7933 sec,
7.855 sec,
7.9083 sec,
7.9533 sec,
8.01 sec,
8.0617 sec,
8.1183 sec,
8.17 sec,
8.2233 sec,
8.2783 sec,
8.3333 sec,
8.38 sec,
8.4367 sec,
8.495 sec,
8.5483 sec,
8.5983 sec,
8.6533 sec,
8.7117 sec,
8.76 sec,
8.8167 sec,
8.8667 sec,
8.93 sec,
8.9783 sec,
9.0417 sec,
9.0883 sec,
9.1467 sec,
9.195 sec,
9.25 sec,
9.31 sec,
9.3583 sec,
9.4133 sec,
9.4633 sec,
9.52 sec,
9.5717 sec,
9.6283 sec,
9.6783 sec,
9.7367 sec,
9.7883 sec,
9.8417 sec,
9.9033 sec,
9.9533 sec,
9.9967 sec,
